,prod_id,manf_product_description,probability,retailer_product_description,ret_prod_id
613,1496,Twicebeaut Shamp 400ml Bot Color,0.6666666666666666,Cbvery Translucent Dry Shampoo 250ml,211
614,1496,Twicebeaut Shamp 400ml Bot Color,0.6634615384615384,Cbvery Colour Revitalise Shampoo 900 ml,84
615,1496,Twicebeaut Shamp 400ml Bot Color,0.6626955034213099,6Good Gentle Care Shampoo 400ml,355
616,1508,Mexifiz Co Damaged Bot 350ml,0.8757799671592775,Mexifiz Pro Age Shampoo 250ml,95
617,1508,Mexifiz Co Damaged Bot 350ml,0.8688970449840016,Mexifiz Pro Age Conditioner 350ml,350
618,1508,Mexifiz Co Damaged Bot 350ml,0.8607881773399015,Mexifiz Pro Age Shampoo 400ml,351
619,1508,Mexifiz Co Damaged Bot 350ml,0.8416190476190476,Mexifiz DermaSpa Goodness 3 Body Oil 150ml,156
620,1522,Sinoyez Gel Extreme Tube 150ml,0.6681571815718157,Sinoyez Frizz Control MALE GROOMING 100ml,396
621,1522,Sinoyez Gel Extreme Tube 150ml,0.6619444444444444,Sinoyez Wax Hair Wax 75ml,120
622,1522,Sinoyez Gel Extreme Tube 150ml,0.650191570881226,Sinoyez Wax MALE GROOMING 20g,393
623,1522,Sinoyez Gel Extreme Tube 150ml,0.6444444444444444,Fiur Shine Gloss Serum 30ml,39
624,1523,Mexifiz Co Colour Rescue Bot 350ml,0.8811051693404635,Mexifiz Restoring Rituals Coconut Conditioner 350ml,344
625,1523,Mexifiz Co Colour Rescue Bot 350ml,0.8532976827094475,Mexifiz Pro Age Conditioner 350ml,350
626,1523,Mexifiz Co Colour Rescue Bot 350ml,0.8473278708572826,Mexifiz Colour Care Conditioner 200ml,221
627,1523,Mexifiz Co Colour Rescue Bot 350ml,0.8409897292250234,Mexifiz Cool Fresh Deo Aero,1338
628,1524,Mexifiz Co Colour Rescue Bot 350ml,0.8811051693404635,Mexifiz Restoring Rituals Coconut Conditioner 350ml,344
629,1524,Mexifiz Co Colour Rescue Bot 350ml,0.8532976827094475,Mexifiz Pro Age Conditioner 350ml,350
630,1524,Mexifiz Co Colour Rescue Bot 350ml,0.8473278708572826,Mexifiz Colour Care Conditioner 200ml,221
631,1524,Mexifiz Co Colour Rescue Bot 350ml,0.8409897292250234,Mexifiz Cool Fresh Deo Aero,1338
632,1536,Cbv Shampoo Moisture Rich 235ml,0.799740670461733,Cbvery Moisture Rich Shampoo 1.3ml,252
633,1536,Cbv Shampoo Moisture Rich 235ml,0.6908130541407281,Cbvery Moisture Rich Conditioner 1.3ml,295
634,1536,Cbv Shampoo Moisture Rich 235ml,0.6689638947703463,Cbvery Silky Smooth Conditioner 500ml,169
635,1536,Cbv Shampoo Moisture Rich 235ml,0.6675355707613773,Cbvery Volumising Dry Shampoo 250 ml,700
636,1542,Cbv Shampoo 24 Hour Body 900ml,0.6812409812409812,Cbvery Smooth & Silky Shampoo 900ml,112
637,1542,Cbv Shampoo 24 Hour Body 900ml,0.6739063104916764,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
638,1542,Cbv Shampoo 24 Hour Body 900ml,0.6699153699153699,Cbvery Silky Smooth Conditioner 900ml,106
639,1542,Cbv Shampoo 24 Hour Body 900ml,0.6539426523297491,6Good Gentle Care Shampoo 400ml,355
640,1544,Sinoyez Gel Wet Look Tube 150ml,0.6881482011301051,Sinoyez Frizz Control MALE GROOMING 100ml,396
641,1544,Sinoyez Gel Wet Look Tube 150ml,0.6501792114695341,Sinoyez Wax Hair Wax 75ml,120
642,1544,Sinoyez Gel Wet Look Tube 150ml,0.6484113509580403,Mexifiz Intensive Body Lotion 250ml,1202
643,1544,Sinoyez Gel Wet Look Tube 150ml,0.6448152267952045,Sinoyez Wax MALE GROOMING 20g,393
644,1545,Fiur Inco Rinse Off Reconstr. Jar 200ml,0.8213075423601739,Fiur Instant Refresh Dry Shampoo 250ml,41
645,1545,Fiur Inco Rinse Off Reconstr. Jar 200ml,0.6902698361323886,Fiur Leave In Conditioner 100ml,50
646,1545,Fiur Inco Rinse Off Reconstr. Jar 200ml,0.6880341880341879,Fiur Intense Softness Conditioner 250ml,72
647,1545,Fiur Inco Rinse Off Reconstr. Jar 200ml,0.6784371184371185,Fiur Intense Softness Shampoo 250ml,71
648,1546,Mexifiz Ahs Co Care Regenerating Bot 250ml,0.8561132561132562,Mexifiz Colour Care Conditioner 200ml,221
649,1546,Mexifiz Ahs Co Care Regenerating Bot 250ml,0.8462608133236317,Mexifiz Intensive Repair Shampoo 250ml,599
650,1546,Mexifiz Ahs Co Care Regenerating Bot 250ml,0.8458874458874459,Mexifiz Pro Age Conditioner 350ml,350
651,1546,Mexifiz Ahs Co Care Regenerating Bot 250ml,0.8458874458874459,Mexifiz Pro Age Conditioner 200ml,85
652,1547,Oddaced Co Gloss Me Smoothly Bot 250ml,0.8467703349282296,Oddaced Firm Hold Gel Spray 200ml,110
653,1547,Oddaced Co Gloss Me Smoothly Bot 250ml,0.8304511278195489,Oddaced Give Me Moisture Shampoo 250ml,188
654,1547,Oddaced Co Gloss Me Smoothly Bot 250ml,0.8228211658177702,Oddaced Extra Body Mousse 200ml,137
655,1547,Oddaced Co Gloss Me Smoothly Bot 250ml,0.8217703349282297,Oddaced Smooth Hair Shampoo 250ml,187
656,1553,Oddaced Co Give Me Moisture Bot 250ml,0.8977860839562968,Oddaced Give Me Moisture Hair Conditioner 250ml,127
657,1553,Oddaced Co Give Me Moisture Bot 250ml,0.8853959222380274,Oddaced Give Me Moisture Shampoo 250ml,188
658,1553,Oddaced Co Give Me Moisture Bot 250ml,0.8429017727404825,Oddaced Extra Body Mousse 200ml,137
659,1553,Oddaced Co Give Me Moisture Bot 250ml,0.8421939586645469,Oddaced Curl Defining Mousse 200ml,688
660,1556,Mexifiz Shampoo Pro Age 400ml,0.9517241379310345,Mexifiz Pro Age Shampoo 400ml,351
661,1556,Mexifiz Shampoo Pro Age 400ml,0.9205619412515964,Mexifiz Pro Age Shampoo 250ml,95
662,1556,Mexifiz Shampoo Pro Age 400ml,0.8545363681795467,Mexifiz Pro Age Conditioner 200ml,85
663,1556,Mexifiz Shampoo Pro Age 400ml,0.8396029258098224,Mexifiz Pro Age Conditioner 350ml,350
664,1563,Cbv Co 24 Hour Body Bot 800ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 900ml,106
665,1563,Cbv Co 24 Hour Body Bot 800ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 500ml,169
666,1563,Cbv Co 24 Hour Body Bot 800ml,0.6430887120542294,Cbvery Colour Revitalise Shampoo 900 ml,84
667,1563,Cbv Co 24 Hour Body Bot 800ml,0.6424866834875246,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
668,1564,Cbv Shampoo 24 Hour Body 900ml,0.6812409812409812,Cbvery Smooth & Silky Shampoo 900ml,112
669,1564,Cbv Shampoo 24 Hour Body 900ml,0.6739063104916764,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
670,1564,Cbv Shampoo 24 Hour Body 900ml,0.6699153699153699,Cbvery Silky Smooth Conditioner 900ml,106
671,1564,Cbv Shampoo 24 Hour Body 900ml,0.6539426523297491,6Good Gentle Care Shampoo 400ml,355
672,1567,Fiur Shampoo Damaged 250ml,0.8925576923076922,Fiur Damage Repair Shampoo 250ml,45
673,1567,Fiur Shampoo Damaged 250ml,0.8612225938312894,Fiur Damage Repair Conditioner 250ml,46
674,1567,Fiur Shampoo Damaged 250ml,0.8496336996336996,Fiur Smooth Definition Shampoo 250ml,44
675,1567,Fiur Shampoo Damaged 250ml,0.848227634434531,Fiur Deep Clean Shampoo 250ml,49
676,1568,Twicebeaut Shamp 400ml Bot Hydra,0.6785648148148148,Cbvery Ultimate Hold Hairspray 400ml,325
677,1568,Twicebeaut Shamp 400ml Bot Hydra,0.6760222567287784,Fiur Radiant Brunette Shampoo 250ml,292
678,1568,Twicebeaut Shamp 400ml Bot Hydra,0.673015873015873,Oddaced High Volume Hairspray 400ml,195
679,1568,Twicebeaut Shamp 400ml Bot Hydra,0.6723085585585586,Oddaced Ultimate Hold Hairspray 400ml,203
680,1573,Mexifiz Shampoo Oil 400ml,0.87317868338558,Mexifiz Pro Age Shampoo 400ml,351
681,1573,Mexifiz Shampoo Oil 400ml,0.8527676767676768,Mexifiz Daily Moisture Shampoo 250ml,223
682,1573,Mexifiz Shampoo Oil 400ml,0.8443982683982685,Mexifiz DermaSpa Goodness 3 Body Oil 150ml,156
683,1573,Mexifiz Shampoo Oil 400ml,0.8418675958188153,Mexifiz Supreme Fine Silk Bath Soak 500ml,79
684,1587,Oddaced Shampoo Std Revive 400ml,0.8454959514170041,Oddaced Give Me Moisture Shampoo 250ml,188
685,1587,Oddaced Shampoo Std Revive 400ml,0.8454545454545456,Oddaced Refresh Dry Shampoo 250ml,611
686,1587,Oddaced Shampoo Std Revive 400ml,0.8381624423963134,Oddaced Extra Body Mousse 200ml,137
687,1587,Oddaced Shampoo Std Revive 400ml,0.8371212121212122,Oddaced Smooth Hair Shampoo 250ml,187
688,1588,Baby Mexifiz Shampoo Bot Moisture 400ml,0.8452508731578499,Baby Mexifiz Sensitive Moisture Wipes 50pcs,768
689,1588,Baby Mexifiz Shampoo Bot Moisture 400ml,0.83996303996304,Baby Mexifiz Rich Moisture Wipes 50pc,747
690,1588,Baby Mexifiz Shampoo Bot Moisture 400ml,0.7347900009190331,Mexifiz Daily Moisture Shampoo 250ml,223
691,1588,Baby Mexifiz Shampoo Bot Moisture 400ml,0.7276982021809609,Mexifiz Pro Age Shampoo 400ml,351
692,1592,Oddaced Paste Jar Rework Putty 75ml,0.8717582417582418,Oddaced Rework Putty 150ml,9
693,1592,Oddaced Paste Jar Rework Putty 75ml,0.8632625040863027,Oddaced Matt Fibre 75ml,199
694,1592,Oddaced Paste Jar Rework Putty 75ml,0.8389285714285715,Oddaced Gel Wax 75ml,202
695,1592,Oddaced Paste Jar Rework Putty 75ml,0.8319838781907747,Oddaced SurfStyle Paste 150ml,162
696,1594,Cbv Co Repair+protect Bot 700ml,0.8204096569687968,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
697,1594,Cbv Co Repair+protect Bot 700ml,0.8204096569687968,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
698,1594,Cbv Co Repair+protect Bot 700ml,0.8124398985925343,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
699,1594,Cbv Co Repair+protect Bot 700ml,0.7931564171831136,Cbvery Pro Collection Biotin+ Repair 7 Mask 300ml,336
700,1595,Cbv Co Repair+protect Bot 700ml,0.8204096569687968,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
701,1595,Cbv Co Repair+protect Bot 700ml,0.8204096569687968,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
702,1595,Cbv Co Repair+protect Bot 700ml,0.8124398985925343,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
703,1595,Cbv Co Repair+protect Bot 700ml,0.7931564171831136,Cbvery Pro Collection Biotin+ Repair 7 Mask 300ml,336
704,1596,Cbv Co Repair+protect Bot 700ml,0.8204096569687968,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
705,1596,Cbv Co Repair+protect Bot 700ml,0.8204096569687968,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
706,1596,Cbv Co Repair+protect Bot 700ml,0.8124398985925343,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
707,1596,Cbv Co Repair+protect Bot 700ml,0.7931564171831136,Cbvery Pro Collection Biotin+ Repair 7 Mask 300ml,336
708,1597,Mexifiz Ahs Shampoo Regenerating 250ml,0.9049535603715171,Mexifiz Intensive Repair Shampoo 250ml,599
709,1597,Mexifiz Ahs Shampoo Regenerating 250ml,0.8838677152651744,Mexifiz Pro Age Shampoo 250ml,95
710,1597,Mexifiz Ahs Shampoo Regenerating 250ml,0.8654668279895141,Mexifiz Daily Moisture Shampoo 250ml,223
711,1597,Mexifiz Ahs Shampoo Regenerating 250ml,0.8563128908029318,Mexifiz Men+Care Thickening Shampoo 400ml,229
712,1604,Cbv Shampoo Repair+protect 700ml,0.6989752252252251,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
713,1604,Cbv Shampoo Repair+protect 700ml,0.6989752252252251,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
714,1604,Cbv Shampoo Repair+protect 700ml,0.6903353658536586,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
715,1604,Cbv Shampoo Repair+protect 700ml,0.6641818448883666,Cbvery Silky Smooth Conditioner 500ml,169
716,1605,Cbv Shampoo Repair+protect 700ml,0.6989752252252251,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
717,1605,Cbv Shampoo Repair+protect 700ml,0.6989752252252251,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
718,1605,Cbv Shampoo Repair+protect 700ml,0.6903353658536586,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
719,1605,Cbv Shampoo Repair+protect 700ml,0.6641818448883666,Cbvery Silky Smooth Conditioner 500ml,169
720,1606,Cbv Shampoo Repair+protect 700ml,0.6989752252252251,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
721,1606,Cbv Shampoo Repair+protect 700ml,0.6989752252252251,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
722,1606,Cbv Shampoo Repair+protect 700ml,0.6903353658536586,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
723,1606,Cbv Shampoo Repair+protect 700ml,0.6641818448883666,Cbvery Silky Smooth Conditioner 500ml,169
724,1612,Cbvery Hairspray Flexible Hold 400ml,0.8836074214632089,Cbvery Freeze Hold Hairspray 400ml,334
725,1612,Cbvery Hairspray Flexible Hold 400ml,0.8808333333333334,Cbvery Firm Hold Hairspray 400ml,328
726,1612,Cbvery Hairspray Flexible Hold 400ml,0.8799283154121864,Cbvery Ultimate Hold Hairspray 400ml,325
727,1612,Cbvery Hairspray Flexible Hold 400ml,0.8679031696273075,Cbvery Extra Hold Hairspray 400ml,324
728,1613,Cbvery Hairspray Flexible Hold 400ml,0.8836074214632089,Cbvery Freeze Hold Hairspray 400ml,334
729,1613,Cbvery Hairspray Flexible Hold 400ml,0.8808333333333334,Cbvery Firm Hold Hairspray 400ml,328
730,1613,Cbvery Hairspray Flexible Hold 400ml,0.8799283154121864,Cbvery Ultimate Hold Hairspray 400ml,325
731,1613,Cbvery Hairspray Flexible Hold 400ml,0.8679031696273075,Cbvery Extra Hold Hairspray 400ml,324
732,1620,Mexifiz Shampoo Colour Rescue 250ml,0.8785495347564313,Mexifiz Daily Moisture Shampoo 250ml,223
733,1620,Mexifiz Shampoo Colour Rescue 250ml,0.8586510041682456,Mexifiz Pro Age Shampoo 250ml,95
734,1620,Mexifiz Shampoo Colour Rescue 250ml,0.8573684210526316,Mexifiz Intensive Repair Shampoo 250ml,599
735,1620,Mexifiz Shampoo Colour Rescue 250ml,0.8506504306504306,Mexifiz Colour Care Conditioner 200ml,221
736,1629,Twicebeaut Intens Rojar 300mlrep,0.6707614942528736,Twicebeaut  Coconut Water & Mimosa Flower Hydro Gel 250 ML,417
737,1629,Twicebeaut Intens Rojar 300mlrep,0.6706349206349206,Twicebeaut Sugar & Rose Peace And Glow Body Scrub 250 ML,418
738,1629,Twicebeaut Intens Rojar 300mlrep,0.6599488304093567,Twicebeaut Coconut Water & Mimosa Flower Hydro Gel 250 ML,1592
739,1629,Twicebeaut Intens Rojar 300mlrep,0.6486417748917749,Twicebeaut Blooming Radiance Vegan Conditioner for colour treated hair 400 ML,414
740,1636,Fiur Shampoo Volumising 250ml,0.843769592476489,Fiur Damage Repair Shampoo 250ml,45
741,1636,Fiur Shampoo Volumising 250ml,0.8378753480402656,Fiur Volume Addiction Shampoo 250ml,43
742,1636,Fiur Shampoo Volumising 250ml,0.8375827237896204,Fiur Smooth Definition Shampoo 250ml,44
743,1636,Fiur Shampoo Volumising 250ml,0.8296699603414668,Fiur Shine Gloss Serum 30ml,39
744,1637,Twicebeaut Cond 400ml Bot Hydrat,0.6984039961013645,Twicebeaut Coconut Water & Mimosa Flower Hydro Gel 250 ML,1592
745,1637,Twicebeaut Cond 400ml Bot Hydrat,0.683335994040017,Twicebeaut  Coconut Water & Mimosa Flower Hydro Gel 250 ML,417
746,1637,Twicebeaut Cond 400ml Bot Hydrat,0.6749503430841459,Twicebeaut Coconut Oil & Ylang Ylang Hope And Repair Conditioner 400 ML,409
747,1637,Twicebeaut Cond 400ml Bot Hydrat,0.6638736263736263,Twicebeaut Argan Oil and Lavender Soothe And Serene Body Lotion 400 ml,413
748,1638,Twicebeaut Cond 400ml Bot Hydrat,0.6984039961013645,Twicebeaut Coconut Water & Mimosa Flower Hydro Gel 250 ML,1592
749,1638,Twicebeaut Cond 400ml Bot Hydrat,0.683335994040017,Twicebeaut  Coconut Water & Mimosa Flower Hydro Gel 250 ML,417
750,1638,Twicebeaut Cond 400ml Bot Hydrat,0.6749503430841459,Twicebeaut Coconut Oil & Ylang Ylang Hope And Repair Conditioner 400 ML,409
751,1638,Twicebeaut Cond 400ml Bot Hydrat,0.6638736263736263,Twicebeaut Argan Oil and Lavender Soothe And Serene Body Lotion 400 ml,413
752,1642,Mexifiz Co Oil Bot 350ml,0.8832251082251081,Mexifiz Pro Age Conditioner 350ml,350
753,1642,Mexifiz Co Oil Bot 350ml,0.8577777777777778,Mexifiz  Intensive Body Lotion 250ml,607
754,1642,Mexifiz Co Oil Bot 350ml,0.8547747747747748,Mexifiz Colour Care Conditioner 200ml,221
755,1642,Mexifiz Co Oil Bot 350ml,0.8542276422764228,Mexifiz Deeply Nourishing Body wash 500ml,129
756,1643,Cbv Shampoo 24 Hour Body 100ml,0.6739063104916764,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
757,1643,Cbv Shampoo 24 Hour Body 100ml,0.6555555555555554,Cbvery Smooth & Silky Shampoo 900ml,112
758,1643,Cbv Shampoo 24 Hour Body 100ml,0.6539426523297491,6Good Gentle Care Shampoo 400ml,355
759,1643,Cbv Shampoo 24 Hour Body 100ml,0.6472222222222221,Cbvery Firm Hold Hairspray 400ml,328
760,1644,Cbv Shampoo 24 Hour Body 100ml,0.6739063104916764,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
761,1644,Cbv Shampoo 24 Hour Body 100ml,0.6555555555555554,Cbvery Smooth & Silky Shampoo 900ml,112
762,1644,Cbv Shampoo 24 Hour Body 100ml,0.6539426523297491,6Good Gentle Care Shampoo 400ml,355
763,1644,Cbv Shampoo 24 Hour Body 100ml,0.6472222222222221,Cbvery Firm Hold Hairspray 400ml,328
764,1650,Oddaced Wax Surf Style Jar 150ml,0.8806637931034483,Oddaced SurfStyle Paste 150ml,162
765,1650,Oddaced Wax Surf Style Jar 150ml,0.8591666666666667,Oddaced Gel Wax 75ml,202
766,1650,Oddaced Wax Surf Style Jar 150ml,0.8437651515151515,Oddaced Tousled Style Spray 150ml,219
767,1650,Oddaced Wax Surf Style Jar 150ml,0.8342948717948717,Oddaced Freeze Hold Styling Spray 150ml,198
768,1654,Cbv Co Collagen+fullness Bot 400ml,0.6753624526733771,Cbvery Pro Collection Biotin+ Repair 7 Mask 300ml,336
769,1654,Cbv Co Collagen+fullness Bot 400ml,0.6665271799776821,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
770,1654,Cbv Co Collagen+fullness Bot 400ml,0.6574517403860769,Mexifiz Men+Care Cool Fresh Body wash 400ml,257
771,1654,Cbv Co Collagen+fullness Bot 400ml,0.6539554506306424,Cbvery Remoisturising Conditioner 900ml,94
772,1663,Cbv Heat Protection Spr Blow Dry 200ml,0.7068417440306325,Parrot Black Body Spray Deodorant Aerosol 200ml,140
773,1663,Cbv Heat Protection Spr Blow Dry 200ml,0.6912500687455315,Parrot Black Anti-perspirant Deodorant Spray for Men 200ml,142
774,1663,Cbv Heat Protection Spr Blow Dry 200ml,0.6843729694606887,Cbvery Translucent Dry Shampoo 250ml,211
775,1663,Cbv Heat Protection Spr Blow Dry 200ml,0.68406432748538,Cbvery Instant Refresh Dry Shampoo 250ml,650
776,1664,Cbv Heat Protection Spr Blow Dry 200ml,0.7068417440306325,Parrot Black Body Spray Deodorant Aerosol 200ml,140
777,1664,Cbv Heat Protection Spr Blow Dry 200ml,0.6912500687455315,Parrot Black Anti-perspirant Deodorant Spray for Men 200ml,142
778,1664,Cbv Heat Protection Spr Blow Dry 200ml,0.6843729694606887,Cbvery Translucent Dry Shampoo 250ml,211
779,1664,Cbv Heat Protection Spr Blow Dry 200ml,0.68406432748538,Cbvery Instant Refresh Dry Shampoo 250ml,650
780,1666,Cbv Shampoo Cleanse & Replenish 235ml,0.8041891891891892,Cbvery Cleanse & Replenish Shampoo 500ml,100
781,1666,Cbv Shampoo Cleanse & Replenish 235ml,0.6970483363925988,Cbvery Cleanse & Replenish 2in1 Shampoo and Conditioner 900ml,194
782,1666,Cbv Shampoo Cleanse & Replenish 235ml,0.6522337722337723,Cbvery Colour Revitalise Shampoo 900 ml,84
783,1666,Cbv Shampoo Cleanse & Replenish 235ml,0.6468918918918919,Cbvery Instant Refresh Dry Shampoo 250ml,650
784,1667,Cbv Shampoo Colour Revitalise 235ml,0.7958547008547009,Cbvery Colour Revitalise Shampoo 900 ml,84
785,1667,Cbv Shampoo Colour Revitalise 235ml,0.7922222222222223,Cbvery Colour Revitalise Conditioner 1.3ml,294
786,1667,Cbv Shampoo Colour Revitalise 235ml,0.686904761904762,Cbvery Ultimate Hold Hairspray 250ml,103
787,1667,Cbv Shampoo Colour Revitalise 235ml,0.6766537966537967,Cbvery Silky Smooth Conditioner 500ml,169
788,1672,Cbv Co 24 Hour Body Bot 900ml,0.668180478525306,Cbvery Colour Revitalise Shampoo 900 ml,84
789,1672,Cbv Co 24 Hour Body Bot 900ml,0.6536945812807882,Cbvery Smooth & Silky Shampoo 900ml,112
790,1672,Cbv Co 24 Hour Body Bot 900ml,0.6527907217562389,Cbvery Silky Smooth Conditioner 900ml,106
791,1672,Cbv Co 24 Hour Body Bot 900ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 500ml,169
792,1679,Oddaced Shampoo Revive Me Daily 250ml,0.8597577203689257,Oddaced Give Me Moisture Shampoo 250ml,188
793,1679,Oddaced Shampoo Revive Me Daily 250ml,0.8567626067626067,Oddaced Refresh Dry Shampoo 250ml,611
794,1679,Oddaced Shampoo Revive Me Daily 250ml,0.8542157542157542,Oddaced Shine & Hold Hairspray 400ml,130
795,1679,Oddaced Shampoo Revive Me Daily 250ml,0.8404228184627458,Oddaced Nourish My Shine Shampoo 250ml,220
796,1686,Fiur Co Damaged 250ml,0.8690476190476191,Fiur Damage Repair Conditioner 250ml,46
797,1686,Fiur Co Damaged 250ml,0.8438520235680478,Fiur Damage Repair Mask 200ml,51
798,1686,Fiur Co Damaged 250ml,0.8392063492063493,Fiur Smooth Definition Conditioner 250ml,52
799,1686,Fiur Co Damaged 250ml,0.8288998357963875,Fiur Deep Clean Shampoo 250ml,49
800,1706,Oddaced Shampoo Nourish Me Truly 250ml,0.8873065015479877,Oddaced Nourish My Shine Shampoo 250ml,220
801,1706,Oddaced Shampoo Nourish Me Truly 250ml,0.8594236374635649,Oddaced Refresh Dry Shampoo 250ml,611
802,1706,Oddaced Shampoo Nourish Me Truly 250ml,0.8553480475382004,Oddaced Give Me Moisture Shampoo 250ml,188
803,1706,Oddaced Shampoo Nourish Me Truly 250ml,0.8550682261208576,Oddaced Shine & Hold Hairspray 400ml,130
804,1707,Cbv Mousse Botanique Nourish 200ml,0.6814438873262402,Cbvery Botanique Nourish Hair Shampoo,1494
805,1707,Cbv Mousse Botanique Nourish 200ml,0.6703232644409115,Cbvery HAIR SHAMPOO Botanique Nourish,894
806,1707,Cbv Mousse Botanique Nourish 200ml,0.6598436671966085,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
807,1707,Cbv Mousse Botanique Nourish 200ml,0.6598436671966085,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
808,1711,Mexifiz Shampoo Soothing 400ml,0.8838505747126437,Mexifiz Pro Age Shampoo 400ml,351
809,1711,Mexifiz Shampoo Soothing 400ml,0.8529362591431557,Mexifiz Pro Age Shampoo 250ml,95
810,1711,Mexifiz Shampoo Soothing 400ml,0.8383128583128583,Mexifiz Colour Care Conditioner 200ml,221
811,1711,Mexifiz Shampoo Soothing 400ml,0.8309077040427155,Mexifiz Intensive Repair Shampoo 250ml,599
812,1715,Mexifiz Co Proage Bot 350ml,0.8967003367003367,Mexifiz Pro Age Conditioner 350ml,350
813,1715,Mexifiz Co Proage Bot 350ml,0.8768171469820646,Mexifiz Pro Age Shampoo 250ml,95
814,1715,Mexifiz Co Proage Bot 350ml,0.8662860488947446,Mexifiz Pro Age Conditioner 200ml,85
815,1715,Mexifiz Co Proage Bot 350ml,0.8601416463485428,Mexifiz Pro Age Shampoo 400ml,351
816,1722,Cbv Shampoo Smooth 250ml,0.7970959595959596,Cbvery Silky Smooth Shampoo 500ml,74
817,1722,Cbv Shampoo Smooth 250ml,0.6964646464646465,Oddaced Smooth Hair Shampoo 250ml,187
818,1722,Cbv Shampoo Smooth 250ml,0.685428849902534,Fiur Smooth Definition Shampoo 250ml,44
819,1722,Cbv Shampoo Smooth 250ml,0.6853801169590644,Cbvery Instant Refresh Dry Shampoo 250ml,650
820,1727,Oddaced Styling Pwd Instant Vol Female 7gr,0.8208909370199693,Oddaced Matt with reworkable hold Styling Paste for men 100 ml,186
821,1727,Oddaced Styling Pwd Instant Vol Female 7gr,0.8201224063293029,Oddaced SurfStyle Paste 150ml,162
822,1727,Oddaced Styling Pwd Instant Vol Female 7gr,0.6909379509379509,Oddaced Mega Hold Gel Spray 200ml,121
823,1727,Oddaced Styling Pwd Instant Vol Female 7gr,0.6893138643710727,Oddaced Matt Fibre 75ml,199
824,1730,Oddaced Co Revive Bot 400ml,0.8571804062126642,Oddaced Extra Body Mousse 200ml,137
825,1730,Oddaced Co Revive Bot 400ml,0.8357952069716775,Oddaced Curl Defining Mousse 200ml,688
826,1730,Oddaced Co Revive Bot 400ml,0.8214010390480979,Oddaced Rework Putty 150ml,9
827,1730,Oddaced Co Revive Bot 400ml,0.6974380395433027,Oddaced Give Me Moisture Shampoo 250ml,188
828,1731,Cbv Shampoo Healthy Volume 235ml,0.6680485878855444,Cbvery Colour Revitalise Shampoo 900 ml,84
829,1731,Cbv Shampoo Healthy Volume 235ml,0.660312362758015,Cbvery Silky Smooth Shampoo 500ml,74
830,1731,Cbv Shampoo Healthy Volume 235ml,0.6569741532976826,Cbvery Moisture Rich Shampoo 1.3ml,252
831,1731,Cbv Shampoo Healthy Volume 235ml,0.6495726495726496,Cbvery Beauty-Full Volume Shampoo 400ml,895
832,1732,Cbv Shampoo Healthy Volume 235ml,0.6680485878855444,Cbvery Colour Revitalise Shampoo 900 ml,84
833,1732,Cbv Shampoo Healthy Volume 235ml,0.660312362758015,Cbvery Silky Smooth Shampoo 500ml,74
834,1732,Cbv Shampoo Healthy Volume 235ml,0.6569741532976826,Cbvery Moisture Rich Shampoo 1.3ml,252
835,1732,Cbv Shampoo Healthy Volume 235ml,0.6495726495726496,Cbvery Beauty-Full Volume Shampoo 400ml,895
836,1744,Parrot Paste Flexible Jar 75ml,0.8261222020568664,Parrot Black Shower Gel 250ml,141
837,1744,Parrot Paste Flexible Jar 75ml,0.6900653594771242,Parrot Signature Deo Pump,1255
838,1744,Parrot Paste Flexible Jar 75ml,0.6749028749028749,Parrot Natural Casual Styling Clay 75ml,1219
839,1744,Parrot Paste Flexible Jar 75ml,0.6714285714285714,Parrot Men  Manwasher,569
840,1750,Cbv Co 24 Hour Body Bot 100ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 500ml,169
