,prod_id,manf_product_description,probability,retailer_product_description,ret_prod_id
841,1750,Cbv Co 24 Hour Body Bot 100ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 900ml,106
842,1750,Cbv Co 24 Hour Body Bot 100ml,0.6430887120542294,Cbvery Colour Revitalise Shampoo 900 ml,84
843,1750,Cbv Co 24 Hour Body Bot 100ml,0.6424866834875246,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
844,1751,Cbv Co 24 Hour Body Bot 100ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 500ml,169
845,1751,Cbv Co 24 Hour Body Bot 100ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 900ml,106
846,1751,Cbv Co 24 Hour Body Bot 100ml,0.6430887120542294,Cbvery Colour Revitalise Shampoo 900 ml,84
847,1751,Cbv Co 24 Hour Body Bot 100ml,0.6424866834875246,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
848,1760,Cbv Heat Protection Spr Heat Def 60ml,0.6776776776776776,Cbvery Pro Collection Beauty-Full Volume Shampoo 700ml,331
849,1760,Cbv Heat Protection Spr Heat Def 60ml,0.6776776776776776,Cbvery Pro Collection Keratin Smooth Conditioner 400ml,326
850,1760,Cbv Heat Protection Spr Heat Def 60ml,0.672959331945507,Toz Nutritive for Dry Hair Encapsulate Serum 60ml,247
851,1760,Cbv Heat Protection Spr Heat Def 60ml,0.6688496188496189,Cbvery Instant Refresh Dry Shampoo 250ml,650
852,1761,Cbv Heat Protection Spr Heat Def 60ml,0.6776776776776776,Cbvery Pro Collection Beauty-Full Volume Shampoo 700ml,331
853,1761,Cbv Heat Protection Spr Heat Def 60ml,0.6776776776776776,Cbvery Pro Collection Keratin Smooth Conditioner 400ml,326
854,1761,Cbv Heat Protection Spr Heat Def 60ml,0.672959331945507,Toz Nutritive for Dry Hair Encapsulate Serum 60ml,247
855,1761,Cbv Heat Protection Spr Heat Def 60ml,0.6688496188496189,Cbvery Instant Refresh Dry Shampoo 250ml,650
856,1766,Cbv Shampoo 2in1 500ml,0.6756301756301757,Cbvery Silky Smooth Conditioner 500ml,169
857,1766,Cbv Shampoo 2in1 500ml,0.6708430458430459,Cbvery Remoisturising Conditioner 500ml,134
858,1766,Cbv Shampoo 2in1 500ml,0.6648090096365958,Fiur Deep Clean Shampoo 250ml,49
859,1766,Cbv Shampoo 2in1 500ml,0.6460230283759696,Cbvery Silky Smooth Conditioner 900ml,106
860,1767,Cbv Shampoo 2in1 500ml,0.6756301756301757,Cbvery Silky Smooth Conditioner 500ml,169
861,1767,Cbv Shampoo 2in1 500ml,0.6708430458430459,Cbvery Remoisturising Conditioner 500ml,134
862,1767,Cbv Shampoo 2in1 500ml,0.6648090096365958,Fiur Deep Clean Shampoo 250ml,49
863,1767,Cbv Shampoo 2in1 500ml,0.6460230283759696,Cbvery Silky Smooth Conditioner 900ml,106
864,1768,Cbv Shampoo 2in1 500ml,0.6756301756301757,Cbvery Silky Smooth Conditioner 500ml,169
865,1768,Cbv Shampoo 2in1 500ml,0.6708430458430459,Cbvery Remoisturising Conditioner 500ml,134
866,1768,Cbv Shampoo 2in1 500ml,0.6648090096365958,Fiur Deep Clean Shampoo 250ml,49
867,1768,Cbv Shampoo 2in1 500ml,0.6460230283759696,Cbvery Silky Smooth Conditioner 900ml,106
868,1769,Twicebeaut Shamp 400ml Bot Repai,0.660434472934473,Twicebeaut Shea Butter & Sandalwood Happy And Hydrate Conditioner 400 ML,401
869,1769,Twicebeaut Shamp 400ml Bot Repai,0.6589752252252252,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
870,1769,Twicebeaut Shamp 400ml Bot Repai,0.6553030303030303,Fiur Damage Repair Shampoo 250ml,45
871,1769,Twicebeaut Shamp 400ml Bot Repai,0.6495726495726496,Cbvery Colour Revitalise Shampoo 900 ml,84
872,1773,Cbv Co Moisture Rich Bot 235ml,0.8144354475933423,Cbvery Moisture Rich Conditioner 1.3ml,295
873,1773,Cbv Co Moisture Rich Bot 235ml,0.6984370559818132,Cbvery Moisture Rich Shampoo 1.3ml,252
874,1773,Cbv Co Moisture Rich Bot 235ml,0.69005439005439,Cbvery Remoisturising Conditioner 500ml,134
875,1773,Cbv Co Moisture Rich Bot 235ml,0.6781144781144781,6Good Moisturising Handwash 250ml,179
876,1777,Mexifiz Shampoo Silver 250ml,0.8840948525159051,Mexifiz Intensive Repair Shampoo 250ml,599
877,1777,Mexifiz Shampoo Silver 250ml,0.884004884004884,Mexifiz Daily Moisture Shampoo 250ml,223
878,1777,Mexifiz Shampoo Silver 250ml,0.8702791461412152,Mexifiz Pro Age Shampoo 250ml,95
879,1777,Mexifiz Shampoo Silver 250ml,0.846835075493612,Mexifiz Supreme Fine Silk Bath Soak 500ml,79
880,1778,Cbv Inco Leave on Keratin 120ml,0.7244623655913979,Fiur Leave In Conditioner 100ml,50
881,1778,Cbv Inco Leave on Keratin 120ml,0.6675355707613773,Mexifiz  Intensive Body Lotion 250ml,607
882,1778,Cbv Inco Leave on Keratin 120ml,0.666187755846703,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
883,1778,Cbv Inco Leave on Keratin 120ml,0.6639016897081413,Mexifiz Intensive Body Lotion 250ml,1202
884,1779,Cbv Inco Leave on Keratin 120ml,0.7244623655913979,Fiur Leave In Conditioner 100ml,50
885,1779,Cbv Inco Leave on Keratin 120ml,0.6675355707613773,Mexifiz  Intensive Body Lotion 250ml,607
886,1779,Cbv Inco Leave on Keratin 120ml,0.666187755846703,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
887,1779,Cbv Inco Leave on Keratin 120ml,0.6639016897081413,Mexifiz Intensive Body Lotion 250ml,1202
888,1786,Oddaced Gum Jar Texturising Gum 30ml,0.8454761904761905,Oddaced Firm Hold Styling Gel 200ml,196
889,1786,Oddaced Gum Jar Texturising Gum 30ml,0.8238888888888889,Oddaced Gel Wax 75ml,202
890,1786,Oddaced Gum Jar Texturising Gum 30ml,0.8204761904761906,Oddaced High Volume Hairspray 400ml,195
891,1786,Oddaced Gum Jar Texturising Gum 30ml,0.6993227242587857,Oddaced Curl Defining Mousse 200ml,688
892,1789,Twicebeaut Cond 400ml Bot Color,0.695016034710432,Twicebeaut Coconut Water & Mimosa Flower Hydro Gel 250 ML,1592
893,1789,Twicebeaut Cond 400ml Bot Color,0.6791620318872823,Twicebeaut  Coconut Water & Mimosa Flower Hydro Gel 250 ML,417
894,1789,Twicebeaut Cond 400ml Bot Color,0.6722873900293255,Twicebeaut Coconut Water & Mimosa Flower Volume And Bounty Conditioner 400 ML,411
895,1789,Twicebeaut Cond 400ml Bot Color,0.6653333827142204,Twicebeaut Muru Muru Butter & Rose Blooming Colour Hair mask 300 ML,991
896,1790,Cbvery Dry Shampoo 250ml Volume,0.8692165898617511,Cbvery Volumising Dry Shampoo 250ml,210
897,1790,Cbvery Dry Shampoo 250ml Volume,0.8647721454173067,Cbvery Volumising Dry Shampoo 250 ml,700
898,1790,Cbvery Dry Shampoo 250ml Volume,0.8647721454173067,Cbvery Translucent Dry Shampoo 250ml,211
899,1790,Cbvery Dry Shampoo 250ml Volume,0.8459884201819685,Cbvery Beauty-Full Volume Shampoo 400ml,895
900,1798,Cbv Co Colour Revitalise Bot 235ml,0.8455980112842858,Cbvery Colour Revitalise Shampoo 900 ml,84
901,1798,Cbv Co Colour Revitalise Bot 235ml,0.820326797385621,Cbvery Colour Revitalise Conditioner 1.3ml,294
902,1798,Cbv Co Colour Revitalise Bot 235ml,0.7980343861682604,Cbvery Pro Collection Biotin+ Repair 7 Mask 300ml,336
903,1798,Cbv Co Colour Revitalise Bot 235ml,0.6703372170124089,Cbvery Ultimate Hold Hairspray 250ml,103
904,1802,Cbv Co 24 Hour Body Bot 900ml,0.668180478525306,Cbvery Colour Revitalise Shampoo 900 ml,84
905,1802,Cbv Co 24 Hour Body Bot 900ml,0.6536945812807882,Cbvery Smooth & Silky Shampoo 900ml,112
906,1802,Cbv Co 24 Hour Body Bot 900ml,0.6527907217562389,Cbvery Silky Smooth Conditioner 900ml,106
907,1802,Cbv Co 24 Hour Body Bot 900ml,0.6433985709847779,Cbvery Silky Smooth Conditioner 500ml,169
908,1803,Baby Mexifiz Shampoo Bot Moisture 200ml,0.8452508731578499,Baby Mexifiz Sensitive Moisture Wipes 50pcs,768
909,1803,Baby Mexifiz Shampoo Bot Moisture 200ml,0.83996303996304,Baby Mexifiz Rich Moisture Wipes 50pc,747
910,1803,Baby Mexifiz Shampoo Bot Moisture 200ml,0.7573005698005698,Mexifiz Daily Moisture Shampoo 250ml,223
911,1803,Baby Mexifiz Shampoo Bot Moisture 200ml,0.7032124963159445,Mexifiz Pro Age Shampoo 400ml,351
912,1804,Cbv Hairspray Firm Hold 100ml,0.8794540229885057,Cbvery Firm Hold Hairspray 400ml,328
913,1804,Cbv Hairspray Firm Hold 100ml,0.8401908774119727,Cbvery Freeze Hold Hairspray 400ml,334
914,1804,Cbv Hairspray Firm Hold 100ml,0.8305129842486164,Cbvery Ultimate Hold Hairspray 400ml,325
915,1804,Cbv Hairspray Firm Hold 100ml,0.8272504353883664,Cbvery Extra Hold Hairspray 400ml,324
916,1807,Mexifiz Co Colour Bot 200ml,0.8946715946715946,Mexifiz Colour Care Conditioner 200ml,221
917,1807,Mexifiz Co Colour Bot 200ml,0.869023569023569,Mexifiz Pro Age Conditioner 200ml,85
918,1807,Mexifiz Co Colour Bot 200ml,0.8669841269841271,Mexifiz Clean Comfort Deo Aero,1263
919,1807,Mexifiz Co Colour Bot 200ml,0.8599558102085908,Mexifiz Men+Care Cool Fresh Body wash 400ml,257
920,1829,Fiur Heat Protection Heat Protect 150ml,0.8316239316239316,Fiur Workable Matte Matte Paste 75ml,291
921,1829,Fiur Heat Protection Heat Protect 150ml,0.6973206005464071,Fiur Leave In Conditioner 100ml,50
922,1829,Fiur Heat Protection Heat Protect 150ml,0.6912393162393161,Fiur Damage Repair Conditioner 250ml,46
923,1829,Fiur Heat Protection Heat Protect 150ml,0.6848188848188849,Fiur Tousled Texture Creation Hairspray 250ml,37
924,1831,Fiur Styling Aqspray Sea Salt 200ml,0.8692165898617511,Fiur Messy Sea Salt Spray 200ml,148
925,1831,Fiur Styling Aqspray Sea Salt 200ml,0.6936507936507937,Fiur Body Amplify Creation Hairspray 250ml,36
926,1831,Fiur Styling Aqspray Sea Salt 200ml,0.6896701000149276,Fiur Damage Repair Mask 200ml,51
927,1831,Fiur Styling Aqspray Sea Salt 200ml,0.6890977443609022,Fiur Sky High Volume Dry Shampoo 250ml,146
928,1832,Fiur Styling Aqspray Spritz 150ml,0.8454545454545456,Fiur Finishing Shine Spray 150ml,54
929,1832,Fiur Styling Aqspray Spritz 150ml,0.8396029258098224,Fiur 3D Volumiser Spray 150ml,97
930,1832,Fiur Styling Aqspray Spritz 150ml,0.686924186924187,Fiur Body Amplify Creation Hairspray 250ml,36
931,1832,Fiur Styling Aqspray Spritz 150ml,0.6818181818181818,Fiur Texturising Fibre 75ml,341
932,1835,6Good Co Gentle Care Bot 400ml,0.8895238095238096,6Good Gentle Care Conditioner 400ml,354
933,1835,6Good Co Gentle Care Bot 400ml,0.8639569892473118,6Good Gentle Care Shampoo 400ml,355
934,1835,6Good Co Gentle Care Bot 400ml,0.8296212121212122,6Good Gentle Care Handwash 250ml,165
935,1835,6Good Co Gentle Care Bot 400ml,0.8291774891774892,6Good Refreshing Shower Gel 500ml,209
936,1837,Cbvery Lotion Blow Dry 70ml,0.8348396243133085,Cbvery Extra Hold Hairspray 400ml,324
937,1837,Cbvery Lotion Blow Dry 70ml,0.8341317941317941,Cbvery Volumising Dry Shampoo 250ml,210
938,1837,Cbvery Lotion Blow Dry 70ml,0.8306397306397306,Cbvery Volumising Dry Shampoo 250 ml,700
939,1837,Cbvery Lotion Blow Dry 70ml,0.8273364273364273,Cbvery Silky Smooth Conditioner 900ml,106
940,1838,Mexifiz Shampoo 2in1 Normal 250ml,0.860966810966811,Mexifiz Daily Moisture Shampoo 250ml,223
941,1838,Mexifiz Shampoo 2in1 Normal 250ml,0.8599289446185998,Mexifiz Pro Age Shampoo 250ml,95
942,1838,Mexifiz Shampoo 2in1 Normal 250ml,0.8458874458874459,Mexifiz DermaSpa Goodness 3 Body Oil 150ml,156
943,1838,Mexifiz Shampoo 2in1 Normal 250ml,0.8390749601275916,Mexifiz Intensive Repair Shampoo 250ml,599
944,1842,Fiur Cond Leave in Tube 100ml,0.8777041156840933,Fiur Leave In Conditioner 100ml,50
945,1842,Fiur Cond Leave in Tube 100ml,0.6853569013812422,Oddaced Curl Defining Mousse 200ml,688
946,1842,Fiur Cond Leave in Tube 100ml,0.6739189928845102,Fiur Damage Repair Conditioner 250ml,46
947,1842,Fiur Cond Leave in Tube 100ml,0.6686637376292549,Mexifiz Colour Care Conditioner 200ml,221
948,1845,Mexifiz Men Shampoo Thick 400ml,0.9060582218725413,Mexifiz Men+Care Thickening Shampoo 400ml,229
949,1845,Mexifiz Men Shampoo Thick 400ml,0.8870226177233964,Mexifiz Pro Age Shampoo 400ml,351
950,1845,Mexifiz Men Shampoo Thick 400ml,0.8598837840773325,Mexifiz Men+Care Anti Dandruff Shampoo 400ml,722
951,1845,Mexifiz Men Shampoo Thick 400ml,0.8572959854383659,Mexifiz Pro Age Shampoo 250ml,95
952,1846,Oddaced Co Revive Me Daily Bot 250ml,0.8600668337510443,Oddaced Give Me Moisture Shampoo 250ml,188
953,1846,Oddaced Co Revive Me Daily Bot 250ml,0.836388888888889,Oddaced Gel Wax 75ml,202
954,1846,Oddaced Co Revive Me Daily Bot 250ml,0.832843137254902,Oddaced Curl Defining Mousse 200ml,688
955,1846,Oddaced Co Revive Me Daily Bot 250ml,0.8287878787878789,Oddaced Refresh Dry Shampoo 250ml,611
956,1859,Oddaced Hairspray Flexible Hold 400ml,0.883445945945946,Oddaced Ultimate Hold Hairspray 400ml,203
957,1859,Oddaced Hairspray Flexible Hold 400ml,0.8688220478543058,Oddaced Shine & Hold Hairspray 400ml,130
958,1859,Oddaced Hairspray Flexible Hold 400ml,0.866924066924067,Oddaced High Volume Hairspray 400ml,195
959,1859,Oddaced Hairspray Flexible Hold 400ml,0.8577304577304578,Oddaced Mega Hold Gel Spray 200ml,121
960,1861,Oddaced Mousse Aero 150ml Volume,0.8438512145748989,Oddaced Rework Putty 150ml,9
961,1861,Oddaced Mousse Aero 150ml Volume,0.8378036437246964,Oddaced Give Me Moisture Shampoo 250ml,188
962,1861,Oddaced Mousse Aero 150ml Volume,0.8309700263504611,Oddaced Tousled Style Spray 150ml,219
963,1861,Oddaced Mousse Aero 150ml Volume,0.8284585385878489,Oddaced SurfStyle Paste 150ml,162
964,1862,Cbv Shampoo Deep Cleansing 500ml,0.7916291291291292,Cbvery Silky Smooth Conditioner 500ml,169
965,1862,Cbv Shampoo Deep Cleansing 500ml,0.7341954022988505,Fiur Deep Clean Shampoo 250ml,49
966,1862,Cbv Shampoo Deep Cleansing 500ml,0.678674598511555,Cbvery Silky Smooth Conditioner 900ml,106
967,1862,Cbv Shampoo Deep Cleansing 500ml,0.6786006069094305,Cbvery Freeze Hold Hairspray 400ml,334
968,1863,Cbv Shampoo Deep Cleansing 500ml,0.7916291291291292,Cbvery Silky Smooth Conditioner 500ml,169
969,1863,Cbv Shampoo Deep Cleansing 500ml,0.7341954022988505,Fiur Deep Clean Shampoo 250ml,49
970,1863,Cbv Shampoo Deep Cleansing 500ml,0.678674598511555,Cbvery Silky Smooth Conditioner 900ml,106
971,1863,Cbv Shampoo Deep Cleansing 500ml,0.6786006069094305,Cbvery Freeze Hold Hairspray 400ml,334
972,1864,Cbv Shampoo Deep Cleansing 500ml,0.7916291291291292,Cbvery Silky Smooth Conditioner 500ml,169
973,1864,Cbv Shampoo Deep Cleansing 500ml,0.7341954022988505,Fiur Deep Clean Shampoo 250ml,49
974,1864,Cbv Shampoo Deep Cleansing 500ml,0.678674598511555,Cbvery Silky Smooth Conditioner 900ml,106
975,1864,Cbv Shampoo Deep Cleansing 500ml,0.6786006069094305,Cbvery Freeze Hold Hairspray 400ml,334
976,1865,Cbv Shampoo Deep Cleansing 500ml,0.7916291291291292,Cbvery Silky Smooth Conditioner 500ml,169
977,1865,Cbv Shampoo Deep Cleansing 500ml,0.7341954022988505,Fiur Deep Clean Shampoo 250ml,49
978,1865,Cbv Shampoo Deep Cleansing 500ml,0.678674598511555,Cbvery Silky Smooth Conditioner 900ml,106
979,1865,Cbv Shampoo Deep Cleansing 500ml,0.6786006069094305,Cbvery Freeze Hold Hairspray 400ml,334
980,1883,Twicebeaut Dry Shamp245ml Volboo,0.6910612535612536,Cbvery Translucent Dry Shampoo 250ml,211
981,1883,Twicebeaut Dry Shamp245ml Volboo,0.6652314814814815,Mexifiz Daily Moisture Shampoo 250ml,223
982,1883,Twicebeaut Dry Shamp245ml Volboo,0.6638584117032392,Fiur Deep Clean Shampoo 250ml,49
983,1883,Twicebeaut Dry Shamp245ml Volboo,0.6591269841269841,Fiur Matt Texture Dry Shampoo 250ml,147
984,1886,Oddaced Gel Mega Hold Tube 50ml,0.8791638469057824,Oddaced Mega Hold Gel Spray 200ml,121
985,1886,Oddaced Gel Mega Hold Tube 50ml,0.8679127134724858,Oddaced Gel Wax 75ml,202
986,1886,Oddaced Gel Mega Hold Tube 50ml,0.8626137303556659,Oddaced Freeze Hold Styling Spray 150ml,198
987,1886,Oddaced Gel Mega Hold Tube 50ml,0.8586265884652982,Oddaced Tousled Style Spray 150ml,219
988,1891,Cbv Hs Finishing Spr Botaniq Nour 200ml,0.6851566951566953,Cbvery Volumising Dry Shampoo 250 ml,700
989,1891,Cbv Hs Finishing Spr Botaniq Nour 200ml,0.6744051744051744,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
990,1891,Cbv Hs Finishing Spr Botaniq Nour 200ml,0.6744051744051744,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
991,1891,Cbv Hs Finishing Spr Botaniq Nour 200ml,0.6725036481134041,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
992,1892,Mexifiz Co Soothing Bot 350ml,0.8693051201671891,Mexifiz Pro Age Conditioner 350ml,350
993,1892,Mexifiz Co Soothing Bot 350ml,0.8516158587372981,Mexifiz  Intensive Body Lotion 250ml,607
994,1892,Mexifiz Co Soothing Bot 350ml,0.851559934318555,Mexifiz Pro Age Shampoo 250ml,95
995,1892,Mexifiz Co Soothing Bot 350ml,0.8465710002141786,Mexifiz Intensive Body Lotion 250ml,1202
996,1912,Oddaced Serum Invisible Pump 50ml,0.8486938349007316,Oddaced SurfStyle Paste 150ml,162
997,1912,Oddaced Serum Invisible Pump 50ml,0.8449643493761141,Oddaced Curl Defining Mousse 200ml,688
998,1912,Oddaced Serum Invisible Pump 50ml,0.8440052700922267,Oddaced Tousled Style Spray 150ml,219
999,1912,Oddaced Serum Invisible Pump 50ml,0.832879401300454,Oddaced Give Me Moisture Shampoo 250ml,188
1000,1914,Fiur Styling Aqspray Sea Salt 200ml,0.8692165898617511,Fiur Messy Sea Salt Spray 200ml,148
1001,1914,Fiur Styling Aqspray Sea Salt 200ml,0.6936507936507937,Fiur Body Amplify Creation Hairspray 250ml,36
1002,1914,Fiur Styling Aqspray Sea Salt 200ml,0.6896701000149276,Fiur Damage Repair Mask 200ml,51
1003,1914,Fiur Styling Aqspray Sea Salt 200ml,0.6890977443609022,Fiur Sky High Volume Dry Shampoo 250ml,146
1004,1917,Cbv Shampoo Keratin 100ml,0.6853535353535354,Cbvery Silky Smooth Shampoo 500ml,74
1005,1917,Cbv Shampoo Keratin 100ml,0.674289127837515,Fiur Leave In Conditioner 100ml,50
1006,1917,Cbv Shampoo Keratin 100ml,0.6738095238095237,Cbvery Smooth & Silky Shampoo 900ml,112
1007,1917,Cbv Shampoo Keratin 100ml,0.6650537634408603,6Good Gentle Care Shampoo 400ml,355
1008,1918,Cbv Shampoo Keratin 100ml,0.6853535353535354,Cbvery Silky Smooth Shampoo 500ml,74
1009,1918,Cbv Shampoo Keratin 100ml,0.674289127837515,Fiur Leave In Conditioner 100ml,50
1010,1918,Cbv Shampoo Keratin 100ml,0.6738095238095237,Cbvery Smooth & Silky Shampoo 900ml,112
1011,1918,Cbv Shampoo Keratin 100ml,0.6650537634408603,6Good Gentle Care Shampoo 400ml,355
1012,1920,Cbv Co Volume Bot 235ml,0.6979018660604338,Cbvery Translucent Dry Shampoo 250ml,211
1013,1920,Cbv Co Volume Bot 235ml,0.6822909866388128,Cbvery Silky Smooth Conditioner 500ml,169
1014,1920,Cbv Co Volume Bot 235ml,0.6730388773867034,Cbvery Volumising Dry Shampoo 250ml,210
1015,1920,Cbv Co Volume Bot 235ml,0.6682769726247987,Cbvery Volumising Dry Shampoo 250 ml,700
1016,1921,Cbv Co Volume Bot 235ml,0.6979018660604338,Cbvery Translucent Dry Shampoo 250ml,211
1017,1921,Cbv Co Volume Bot 235ml,0.6822909866388128,Cbvery Silky Smooth Conditioner 500ml,169
1018,1921,Cbv Co Volume Bot 235ml,0.6730388773867034,Cbvery Volumising Dry Shampoo 250ml,210
1019,1921,Cbv Co Volume Bot 235ml,0.6682769726247987,Cbvery Volumising Dry Shampoo 250 ml,700
1020,1924,Cbv Shampoo Blonde 250ml,0.6928060092760638,Fiur Deep Clean Shampoo 250ml,49
1021,1924,Cbv Shampoo Blonde 250ml,0.6912912912912912,Cbvery Silky Smooth Conditioner 500ml,169
1022,1924,Cbv Shampoo Blonde 250ml,0.6668075276087446,Mexifiz Pro Age Shampoo 250ml,95
1023,1924,Cbv Shampoo Blonde 250ml,0.6631302354986565,Cbvery Silky Smooth Conditioner 900ml,106
1024,1925,Cbv Shampoo Blonde 250ml,0.6928060092760638,Fiur Deep Clean Shampoo 250ml,49
1025,1925,Cbv Shampoo Blonde 250ml,0.6912912912912912,Cbvery Silky Smooth Conditioner 500ml,169
1026,1925,Cbv Shampoo Blonde 250ml,0.6668075276087446,Mexifiz Pro Age Shampoo 250ml,95
1027,1925,Cbv Shampoo Blonde 250ml,0.6631302354986565,Cbvery Silky Smooth Conditioner 900ml,106
1028,1929,Cbv Shampoo Hydrating 400ml,0.790162037037037,Cbvery Firm Hold Hairspray 400ml,328
1029,1929,Cbv Shampoo Hydrating 400ml,0.6914149172213687,6Good Gentle Care Shampoo 400ml,355
1030,1929,Cbv Shampoo Hydrating 400ml,0.6777296777296776,Cbvery Extra Hold Hairspray 400ml,324
1031,1929,Cbv Shampoo Hydrating 400ml,0.6763253449527958,Cbvery Freeze Hold Hairspray 400ml,334
1032,1930,Cbv Hairspray Flexible Hold 250ml,0.8297950772088702,Cbvery Ultimate Hold Hairspray 250ml,103
1033,1930,Cbv Hairspray Flexible Hold 250ml,0.8234699940582293,Cbvery Freeze Hold Hairspray 250ml,136
1034,1930,Cbv Hairspray Flexible Hold 250ml,0.8080371017871018,Cbvery Firm Hold Hairspray 400ml,328
1035,1930,Cbv Hairspray Flexible Hold 250ml,0.8041806958473626,Cbvery Ultimate Hold Hairspray 400ml,325
1036,1931,Cbv Hairspray Flexible Hold 250ml,0.8297950772088702,Cbvery Ultimate Hold Hairspray 250ml,103
1037,1931,Cbv Hairspray Flexible Hold 250ml,0.8234699940582293,Cbvery Freeze Hold Hairspray 250ml,136
1038,1931,Cbv Hairspray Flexible Hold 250ml,0.8080371017871018,Cbvery Firm Hold Hairspray 400ml,328
1039,1931,Cbv Hairspray Flexible Hold 250ml,0.8041806958473626,Cbvery Ultimate Hold Hairspray 400ml,325
1040,1935,Cbv Co Smooth Tube 250ml,0.7955705705705706,Cbvery Silky Smooth Conditioner 500ml,169
1041,1935,Cbv Co Smooth Tube 250ml,0.6806740951477793,Cbvery Silky Smooth Conditioner 900ml,106
1042,1935,Cbv Co Smooth Tube 250ml,0.6769636015325671,Mexifiz Pro Age Shampoo 250ml,95
1043,1935,Cbv Co Smooth Tube 250ml,0.6663343965975544,Cbvery Silky Smooth Shampoo 500ml,74
1044,1940,Oddaced Cream Curls Tube 125ml,0.86,Oddaced Fluff Tamer 75ml,197
1045,1940,Oddaced Cream Curls Tube 125ml,0.8467323481116585,Oddaced SurfStyle Paste 150ml,162
1046,1940,Oddaced Cream Curls Tube 125ml,0.8397147950089127,Oddaced Curl Defining Mousse 200ml,688
1047,1940,Oddaced Cream Curls Tube 125ml,0.8318577075098814,Oddaced Tousled Style Spray 150ml,219
1048,1945,Twicebeaut Cond 400ml Bot Repair,0.6748376174682145,Twicebeaut Coconut Oil & Ylang Ylang Hope And Repair Shampoo 400 ML,416
1049,1945,Twicebeaut Cond 400ml Bot Repair,0.67328216374269,Twicebeaut Coconut Water & Mimosa Flower Hydro Gel 250 ML,1592
1050,1945,Twicebeaut Cond 400ml Bot Repair,0.6709440418679549,Twicebeaut Coconut Oil & Ylang Ylang Hope And Repair Hair Mask 300 ML,404
1051,1945,Twicebeaut Cond 400ml Bot Repair,0.6709440418679549,Twicebeaut Coconut Oil & Ylang Ylang Hope And Repair Hair mask 300 ML,987
1052,1949,Sinoyez Wax Jar 75ml,0.942,Sinoyez Wax Hair Wax 75ml,120
1053,1949,Sinoyez Wax Jar 75ml,0.6994252873563219,Sinoyez Wax MALE GROOMING 20g,393
1054,1949,Sinoyez Wax Jar 75ml,0.669047619047619,Parrot Definition Wax Hair Wax 75ml,126
1055,1949,Sinoyez Wax Jar 75ml,0.6259259259259259,Fiur Texturising Fibre 75ml,341
1056,1950,Fiur Co Fine Hair 250ml,0.8562190890972171,Fiur Leave In Conditioner 100ml,50
1057,1950,Fiur Co Fine Hair 250ml,0.8464771460423635,Fiur Intense Softness Conditioner 250ml,72
1058,1950,Fiur Co Fine Hair 250ml,0.8418621281464531,Fiur Finishing Shine Spray 150ml,54
1059,1950,Fiur Co Fine Hair 250ml,0.8326086956521739,Fiur Damage Repair Conditioner 250ml,46
1060,1952,Cbv Shampoo Botanique Nourish 700ml,0.686981486981487,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
1061,1952,Cbv Shampoo Botanique Nourish 700ml,0.686981486981487,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
1062,1952,Cbv Shampoo Botanique Nourish 700ml,0.6837507513524343,6Good Gentle Care Shampoo 400ml,355
1063,1952,Cbv Shampoo Botanique Nourish 700ml,0.683254909341866,Cbvery Silky Smooth Shampoo 500ml,74
1064,1959,Oddaced Shampoo Std Colour 400ml,0.8666666666666666,Oddaced Shine & Hold Hairspray 400ml,130
1065,1959,Oddaced Shampoo Std Colour 400ml,0.8662296037296038,Oddaced Smooth Hair Shampoo 250ml,187
1066,1959,Oddaced Shampoo Std Colour 400ml,0.8538095238095238,Oddaced High Volume Hairspray 400ml,195
1067,1959,Oddaced Shampoo Std Colour 400ml,0.8537878787878789,Oddaced Tousled Style Spray 150ml,219
1068,1964,Cbv Co Keratin Bot 100ml,0.7903455284552846,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
1069,1964,Cbv Co Keratin Bot 100ml,0.7138039992454254,Fiur Leave In Conditioner 100ml,50
1070,1964,Cbv Co Keratin Bot 100ml,0.6912912912912912,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
1071,1964,Cbv Co Keratin Bot 100ml,0.6912912912912912,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
1072,1965,Cbv Co Keratin Bot 100ml,0.7903455284552846,Cbvery Biotin+ Repair 7 Conditioner 400ml,330
1073,1965,Cbv Co Keratin Bot 100ml,0.7138039992454254,Fiur Leave In Conditioner 100ml,50
1074,1965,Cbv Co Keratin Bot 100ml,0.6912912912912912,Cbvery Biotin+ Repair 7 Shampoo 700ml,887
1075,1965,Cbv Co Keratin Bot 100ml,0.6912912912912912,Cbvery Biotin+ Repair 7 Shampoo 400ml,327
